,Life Status,Airbag Available,Seatbelt in Use,Gender,Age of Occ,Accident Year,Vehicle Year,Airbag Deploy,Occ Role
502,alive,none,belted,m,19,1997,1991,unavail,pass
503,alive,airbag,none,f,50,1997,1995,nodeploy,driver
504,alive,none,belted,f,54,1997,1991,unavail,driver
505,dead,none,belted,f,26,1997,1990,unavail,driver
506,alive,airbag,none,f,41,1997,1992,deploy,driver
507,alive,none,belted,f,55,1997,1992,unavail,driver
508,alive,airbag,belted,m,38,1997,1994,deploy,driver
509,alive,none,none,m,16,1997,1994,unavail,driver
510,alive,none,none,f,17,1997,1994,unavail,pass
511,alive,none,belted,m,42,1997,1988,unavail,driver
512,alive,none,belted,m,37,1997,1992,unavail,driver
513,alive,airbag,belted,m,37,1997,1994,nodeploy,driver
514,alive,airbag,belted,m,18,1997,1997,deploy,driver
515,alive,none,none,m,18,1997,1986,unavail,driver
516,alive,none,belted,f,72,1997,1981,unavail,driver
517,alive,none,none,f,70,1997,1981,unavail,pass
518,alive,none,none,m,28,1997,1986,unavail,driver
519,alive,none,none,m,37,1997,1986,unavail,pass
520,alive,airbag,belted,f,27,1997,1995,nodeploy,driver
521,alive,none,none,f,19,1997,1989,unavail,pass
522,alive,none,none,m,77,1997,1986,unavail,driver
523,alive,none,none,f,72,1997,1986,unavail,pass
524,alive,none,none,m,68,1997,1989,unavail,driver
525,alive,none,none,f,68,1997,1989,unavail,pass
526,alive,airbag,none,f,43,1997,1994,deploy,driver
527,alive,airbag,belted,m,26,1997,1996,deploy,driver
528,dead,airbag,none,f,41,1997,1993,nodeploy,driver
529,alive,airbag,none,m,18,1997,1997,deploy,driver
530,alive,airbag,none,m,18,1997,1997,deploy,pass
531,alive,airbag,none,m,21,1997,1994,deploy,driver
532,dead,airbag,none,f,22,1997,1994,deploy,pass
533,alive,airbag,none,m,77,1997,1996,nodeploy,driver
534,alive,airbag,belted,m,31,1997,1994,deploy,driver
535,alive,airbag,none,m,42,1997,1994,deploy,driver
536,dead,none,none,m,47,1997,1994,unavail,pass
537,alive,none,none,m,64,1997,1990,unavail,driver
538,alive,airbag,belted,m,31,1997,1995,deploy,driver
539,alive,none,belted,f,48,1997,1985,unavail,driver
540,alive,airbag,none,f,36,1997,1997,nodeploy,driver
541,alive,airbag,none,m,31,1997,1996,deploy,driver
542,alive,airbag,belted,f,26,1997,1994,deploy,driver
543,alive,none,none,m,17,1997,1990,unavail,pass
544,alive,none,none,f,41,1997,1990,unavail,driver
545,alive,none,belted,m,53,1997,1984,unavail,driver
546,dead,airbag,belted,f,25,1997,1994,deploy,driver
547,alive,none,belted,m,27,1997,1994,unavail,pass
548,alive,airbag,none,m,23,1997,1997,deploy,driver
549,alive,airbag,none,m,28,1997,1995,deploy,driver
550,dead,airbag,none,m,27,1997,1995,deploy,pass
551,dead,none,none,m,50,1997,1988,unavail,driver
552,alive,none,belted,m,57,1997,1994,unavail,driver
553,alive,airbag,none,m,29,1997,1997,deploy,driver
554,alive,airbag,none,m,28,1997,1994,nodeploy,driver
555,alive,airbag,belted,m,29,1997,1994,deploy,driver
556,alive,airbag,none,f,25,1997,1997,deploy,driver
557,alive,none,belted,f,69,1997,1986,unavail,driver
558,alive,none,belted,f,67,1997,1986,unavail,pass
559,alive,airbag,belted,m,47,1997,1996,deploy,driver
560,alive,airbag,none,m,18,1997,1995,nodeploy,driver
561,alive,none,none,f,19,1997,1992,unavail,pass
562,alive,airbag,none,m,17,1997,1995,deploy,driver
563,alive,airbag,none,m,18,1997,1995,deploy,pass
564,alive,none,belted,m,23,1997,1990,unavail,driver
565,alive,none,none,m,29,1997,1990,unavail,pass
566,alive,none,belted,m,55,1997,1989,unavail,driver
567,alive,none,belted,f,44,1997,1992,unavail,driver
568,alive,none,belted,f,25,1997,1989,unavail,driver
569,alive,none,none,m,26,1997,1986,unavail,driver
570,alive,none,belted,f,74,1997,1988,unavail,driver
571,alive,none,none,m,49,1997,1982,unavail,driver
572,alive,airbag,belted,m,75,1997,1995,deploy,driver
573,alive,airbag,belted,f,71,1997,1995,deploy,pass
574,alive,none,none,m,50,1997,1985,unavail,driver
575,alive,airbag,none,f,44,1997,1992,deploy,driver
576,alive,airbag,belted,m,37,1997,1996,deploy,driver
577,alive,none,belted,m,59,1997,1985,unavail,driver
578,dead,airbag,none,m,26,1997,1995,nodeploy,driver
579,alive,none,none,f,21,1997,1994,unavail,driver
580,alive,none,none,m,20,1997,1994,unavail,pass
581,alive,none,none,m,70,1997,1988,unavail,driver
582,alive,none,none,m,41,1997,1984,unavail,driver
583,dead,none,none,f,20,1997,1984,unavail,pass
584,alive,none,none,m,35,1997,1984,unavail,driver
585,alive,airbag,none,f,16,1997,1994,nodeploy,driver
586,alive,airbag,belted,m,32,1997,1996,deploy,driver
587,alive,airbag,belted,f,25,1997,1996,deploy,pass
588,alive,none,none,f,35,1997,1984,unavail,driver
589,alive,none,none,m,59,1997,1994,unavail,driver
590,alive,airbag,belted,m,26,1997,1995,deploy,driver
591,alive,airbag,none,f,67,1997,1997,deploy,driver
592,alive,airbag,belted,f,61,1997,1992,deploy,driver
593,alive,none,belted,f,28,1997,1989,unavail,driver
594,alive,none,none,m,70,1997,1991,unavail,driver
595,alive,none,belted,m,37,1997,1985,unavail,driver
596,alive,none,belted,m,71,1997,1986,unavail,driver
597,alive,airbag,belted,f,36,1997,1994,deploy,driver
598,alive,none,belted,f,36,1997,1991,unavail,driver
599,alive,none,belted,f,28,1997,1991,unavail,pass
600,alive,airbag,belted,m,70,1997,1994,deploy,driver
601,alive,airbag,none,f,64,1997,1994,deploy,pass
602,alive,airbag,belted,m,28,1997,1996,nodeploy,driver
603,alive,airbag,none,m,49,1997,1992,deploy,driver
604,alive,none,none,f,46,1997,1987,unavail,driver
605,alive,none,none,f,79,1997,1987,unavail,pass
606,alive,none,none,m,20,1997,1988,unavail,driver
607,alive,none,belted,f,35,1997,1986,unavail,driver
608,alive,none,belted,m,43,1997,1988,unavail,driver
609,alive,none,belted,m,19,1997,1986,unavail,driver
610,dead,none,none,m,38,1997,1991,unavail,driver
611,alive,none,belted,f,47,1997,1989,unavail,driver
612,alive,none,belted,f,34,1997,1989,unavail,pass
613,alive,airbag,none,m,37,1997,1995,nodeploy,driver
614,alive,none,belted,f,19,1997,1993,unavail,driver
615,alive,none,belted,m,32,1997,1992,unavail,driver
616,alive,none,belted,f,17,1997,1988,unavail,driver
617,alive,none,belted,f,17,1997,1988,unavail,pass
618,alive,none,none,m,41,1997,1987,unavail,driver
619,alive,airbag,none,f,47,1997,1992,deploy,driver
620,alive,airbag,belted,m,23,1997,1995,nodeploy,driver
621,alive,airbag,belted,f,23,1997,1993,deploy,driver
622,alive,none,none,m,82,1997,1981,unavail,driver
623,dead,none,belted,f,77,1997,1981,unavail,pass
624,alive,none,none,m,74,1997,1988,unavail,driver
625,alive,none,belted,m,19,1997,1979,unavail,driver
626,alive,none,none,m,25,1997,1988,unavail,driver
627,alive,airbag,none,m,22,1997,1996,deploy,driver
628,alive,airbag,none,f,76,1997,1994,nodeploy,driver
629,alive,none,none,m,49,1997,1986,unavail,driver
630,alive,none,none,f,16,1997,1986,unavail,pass
631,alive,none,belted,f,26,1997,1989,unavail,driver
632,alive,airbag,belted,m,38,1997,1990,nodeploy,driver
633,alive,airbag,belted,f,36,1997,1990,nodeploy,pass
634,alive,airbag,belted,f,29,1997,1994,deploy,driver
635,alive,airbag,belted,f,24,1997,1994,deploy,pass
636,alive,airbag,none,m,24,1997,1997,nodeploy,driver
637,alive,none,none,m,39,1997,1993,unavail,driver
638,alive,none,belted,m,68,1997,1988,unavail,driver
639,alive,none,belted,f,36,1997,1984,unavail,driver
640,alive,airbag,belted,m,41,1997,1995,nodeploy,driver
641,alive,airbag,belted,f,26,1997,1993,nodeploy,driver
642,alive,none,none,f,39,1997,1985,unavail,driver
643,alive,none,none,f,20,1997,1994,unavail,driver
644,alive,none,none,f,30,1997,1994,unavail,pass
645,alive,airbag,belted,f,19,1997,1997,nodeploy,driver
646,alive,airbag,belted,m,24,1997,1997,nodeploy,pass
647,alive,airbag,belted,m,29,1997,1993,nodeploy,driver
648,alive,airbag,belted,m,28,1997,1993,nodeploy,pass
649,alive,none,none,m,21,1997,1988,unavail,driver
650,alive,airbag,belted,f,72,1997,1992,nodeploy,driver
651,alive,none,belted,f,36,1997,1989,unavail,driver
652,alive,none,none,m,42,1997,1994,unavail,driver
653,alive,none,none,m,26,1997,1994,unavail,pass
654,alive,none,belted,m,18,1997,1988,unavail,driver
655,alive,none,belted,f,18,1997,1988,unavail,pass
656,alive,none,none,m,79,1997,1986,unavail,driver
657,alive,none,belted,f,73,1997,1986,unavail,pass
658,alive,none,none,m,18,1997,1986,unavail,driver
659,alive,none,belted,m,18,1997,1986,unavail,pass
660,alive,none,none,f,40,1997,1984,unavail,driver
661,alive,airbag,belted,m,59,1997,1994,deploy,driver
662,alive,none,none,m,29,1997,1988,unavail,driver
663,alive,none,belted,m,16,1997,1986,unavail,driver
664,alive,airbag,belted,f,23,1997,1993,deploy,driver
665,alive,none,belted,f,42,1997,1992,unavail,driver
666,alive,none,belted,m,22,1997,1990,unavail,driver
667,alive,airbag,belted,f,46,1997,1996,nodeploy,driver
668,alive,airbag,belted,m,18,1997,1996,nodeploy,pass
669,alive,airbag,belted,m,29,1997,1997,nodeploy,driver
670,alive,airbag,belted,f,29,1997,1997,nodeploy,pass
671,alive,airbag,none,f,28,1997,1997,nodeploy,driver
672,alive,none,none,m,18,1997,1986,unavail,driver
673,alive,none,none,f,17,1997,1986,unavail,pass
674,alive,none,none,m,33,1997,1991,unavail,driver
675,dead,none,belted,m,39,1997,1988,unavail,driver
676,alive,none,belted,f,18,1997,1988,unavail,pass
677,alive,airbag,belted,m,17,1997,1996,deploy,driver
678,alive,none,none,m,43,1997,1989,unavail,driver
679,alive,airbag,none,m,24,1997,1993,nodeploy,driver
680,alive,airbag,none,f,26,1997,1993,nodeploy,pass
681,alive,none,belted,m,40,1997,1991,unavail,driver
682,alive,none,belted,f,16,1997,1994,unavail,driver
683,alive,none,none,f,17,1997,1994,unavail,pass
684,alive,airbag,belted,f,53,1997,1996,nodeploy,driver
685,alive,airbag,none,f,27,1997,1996,nodeploy,pass
686,alive,none,none,m,48,1997,1977,unavail,driver
687,alive,airbag,belted,f,45,1997,1996,deploy,driver
688,alive,none,belted,f,70,1997,1994,unavail,driver
689,alive,airbag,belted,m,72,1997,1994,nodeploy,driver
690,alive,airbag,belted,f,34,1997,1994,nodeploy,pass
691,alive,airbag,belted,f,39,1997,1996,deploy,driver
692,alive,none,none,m,18,1997,1986,unavail,driver
693,alive,none,none,f,46,1997,1985,unavail,driver
694,alive,none,none,f,20,1997,1983,unavail,driver
695,alive,airbag,belted,m,40,1997,1995,nodeploy,driver
696,alive,none,none,m,22,1997,1985,unavail,driver
697,alive,none,none,f,16,1997,1985,unavail,pass
698,alive,none,belted,f,67,1997,1995,unavail,driver
699,alive,none,belted,m,75,1997,1995,unavail,pass
700,alive,airbag,none,f,23,1997,1996,nodeploy,driver
701,alive,none,none,m,16,1997,1990,unavail,driver
702,alive,airbag,belted,f,31,1997,1995,deploy,driver
703,alive,airbag,none,f,17,1997,1994,nodeploy,driver
704,alive,airbag,belted,m,40,1997,1996,deploy,driver
705,alive,airbag,belted,f,49,1997,1994,nodeploy,driver
706,alive,none,none,f,20,1997,1985,unavail,driver
707,alive,none,none,m,20,1997,1989,unavail,driver
708,alive,airbag,none,m,59,1997,1993,deploy,driver
709,alive,airbag,belted,m,30,1997,1994,nodeploy,driver
710,alive,none,belted,m,80,1997,1988,unavail,driver
711,alive,none,belted,f,75,1997,1988,unavail,pass
712,alive,airbag,belted,m,41,1997,1991,nodeploy,driver
713,alive,airbag,belted,m,21,1997,1997,deploy,driver
714,alive,airbag,none,m,28,1997,1994,nodeploy,driver
715,alive,none,belted,m,35,1997,1991,unavail,driver
716,alive,none,belted,m,59,1997,1992,unavail,driver
717,dead,airbag,none,m,21,1997,1993,deploy,driver
718,alive,airbag,belted,m,16,1997,1995,deploy,driver
719,alive,airbag,belted,f,38,1997,1998,nodeploy,driver
720,alive,none,belted,m,63,1997,1989,unavail,driver
721,alive,none,belted,f,42,1997,1989,unavail,driver
722,alive,airbag,none,m,44,1997,1996,deploy,driver
723,alive,airbag,belted,m,27,1997,1990,nodeploy,driver
724,alive,airbag,none,m,21,1997,1995,deploy,driver
725,alive,airbag,belted,f,18,1997,1995,deploy,pass
726,alive,airbag,belted,f,19,1997,1994,deploy,driver
727,alive,none,none,f,28,1997,1989,unavail,driver
728,alive,none,none,m,21,1997,1987,unavail,driver
729,alive,none,belted,f,27,1997,1990,unavail,driver
730,alive,none,belted,f,29,1997,1986,unavail,driver
731,alive,none,belted,f,20,1997,1992,unavail,driver
732,alive,none,belted,m,49,1997,1988,unavail,driver
733,dead,none,belted,f,62,1997,1988,unavail,pass
734,alive,airbag,belted,m,47,1997,1992,deploy,driver
735,alive,airbag,none,m,41,1997,1996,deploy,driver
736,alive,airbag,belted,f,20,1997,1996,deploy,driver
737,alive,airbag,belted,f,28,1997,1996,deploy,pass
738,alive,none,belted,m,66,1997,1986,unavail,driver
739,alive,airbag,belted,m,54,1997,1996,deploy,driver
740,alive,none,belted,f,52,1997,1996,unavail,pass
741,alive,none,none,m,68,1997,1990,unavail,driver
742,alive,none,belted,m,16,1997,1992,unavail,driver
743,alive,none,none,m,16,1997,1992,unavail,pass
744,alive,airbag,none,f,25,1997,1996,deploy,driver
745,alive,airbag,belted,f,32,1997,1996,deploy,pass
746,alive,airbag,belted,f,31,1997,1996,deploy,driver
747,alive,none,belted,m,27,1997,1992,unavail,driver
748,alive,none,belted,m,23,1997,1992,unavail,pass
749,alive,airbag,belted,f,19,1997,1995,deploy,driver
750,alive,airbag,belted,f,44,1997,1993,nodeploy,driver
751,alive,airbag,belted,f,44,1997,1993,nodeploy,driver
752,alive,none,belted,m,19,1997,1991,unavail,driver
753,alive,none,none,f,18,1997,1991,unavail,pass
754,alive,airbag,belted,f,31,1997,1996,deploy,driver
755,alive,none,belted,f,25,1997,1992,unavail,driver
756,alive,none,belted,m,26,1997,1992,unavail,pass
757,alive,none,none,m,17,1997,1988,unavail,driver
758,alive,none,belted,m,21,1997,1990,unavail,driver
759,alive,none,belted,m,49,1997,1990,unavail,driver
760,alive,airbag,belted,f,44,1997,1996,nodeploy,driver
761,alive,none,belted,m,67,1997,1984,unavail,driver
762,alive,airbag,belted,f,38,1997,1997,deploy,driver
763,alive,airbag,belted,f,73,1997,1994,nodeploy,driver
764,alive,none,none,m,38,1997,1985,unavail,driver
765,alive,airbag,belted,m,40,1997,1996,deploy,driver
766,alive,none,belted,f,34,1997,1993,unavail,driver
767,alive,none,belted,f,29,1997,1992,unavail,driver
768,alive,airbag,belted,f,25,1997,1997,nodeploy,driver
769,alive,airbag,belted,f,17,1997,1997,nodeploy,pass
770,alive,airbag,belted,f,47,1997,1994,nodeploy,driver
771,alive,none,belted,m,17,1997,1993,unavail,driver
772,alive,none,none,f,83,1997,1991,unavail,driver
773,alive,none,belted,m,28,1997,1989,unavail,driver
774,alive,none,belted,f,77,1997,1987,unavail,driver
775,alive,none,none,f,41,1997,1985,unavail,driver
776,alive,none,belted,f,75,1997,1987,unavail,driver
777,alive,none,none,m,44,1997,1986,unavail,driver
778,alive,airbag,none,m,18,1997,1990,deploy,driver
779,alive,none,belted,m,32,1997,1994,unavail,driver
780,alive,airbag,belted,m,75,1997,1994,deploy,driver
781,alive,none,belted,f,34,1997,1994,unavail,pass
782,alive,none,belted,f,23,1997,1991,unavail,driver
783,alive,none,none,f,29,1997,1985,unavail,driver
784,alive,none,belted,f,41,1997,1992,unavail,driver
785,alive,airbag,belted,m,50,1997,1993,nodeploy,driver
786,alive,airbag,belted,f,43,1997,1995,nodeploy,driver
787,alive,airbag,belted,f,59,1997,1996,deploy,driver
788,alive,airbag,none,m,55,1997,1996,deploy,pass
789,alive,none,none,m,21,1997,1977,unavail,driver
790,alive,none,none,m,22,1997,1977,unavail,pass
791,alive,airbag,belted,f,35,1997,1994,nodeploy,driver
792,alive,none,belted,m,25,1997,1990,unavail,driver
793,alive,none,belted,m,32,1997,1989,unavail,driver
794,alive,none,none,m,26,1997,1988,unavail,driver
795,alive,airbag,belted,m,37,1997,1996,deploy,driver
796,alive,none,none,f,79,1997,1986,unavail,driver
797,alive,none,none,m,38,1997,1986,unavail,pass
798,alive,none,none,m,25,1997,1990,unavail,driver
799,alive,none,none,m,34,1997,1990,unavail,pass
800,alive,none,none,m,17,1997,1986,unavail,driver
801,alive,none,none,m,17,1997,1986,unavail,pass
802,alive,airbag,belted,m,30,1997,1996,deploy,driver
803,alive,airbag,belted,f,26,1997,1996,deploy,pass
804,alive,airbag,belted,f,33,1997,1996,nodeploy,driver
805,alive,airbag,belted,m,19,1997,1996,nodeploy,driver
806,alive,airbag,belted,f,18,1997,1996,nodeploy,pass
807,alive,none,belted,m,80,1997,1986,unavail,driver
808,alive,none,belted,f,77,1997,1986,unavail,pass
809,alive,airbag,belted,f,83,1997,1994,deploy,driver
810,alive,airbag,belted,m,26,1997,1994,deploy,driver
811,alive,airbag,belted,f,27,1997,1996,deploy,driver
812,alive,none,belted,m,47,1997,1993,unavail,driver
813,alive,airbag,belted,m,42,1997,1997,deploy,driver
814,alive,airbag,none,f,38,1997,1996,deploy,driver
815,alive,airbag,belted,m,30,1997,1995,deploy,driver
816,alive,airbag,belted,f,25,1997,1995,deploy,pass
817,alive,none,belted,m,22,1997,1989,unavail,driver
818,alive,none,belted,m,47,1997,1986,unavail,driver
819,alive,none,belted,m,44,1997,1992,unavail,driver
820,alive,airbag,none,m,30,1997,1993,deploy,driver
821,alive,none,none,m,27,1997,1993,unavail,pass
822,alive,none,none,m,35,1997,1991,unavail,driver
823,alive,none,belted,f,43,1997,1991,unavail,pass
824,alive,airbag,belted,f,35,1997,1990,nodeploy,driver
825,alive,airbag,none,m,26,1997,1996,deploy,driver
826,alive,airbag,belted,m,78,1997,1996,deploy,driver
827,dead,airbag,belted,m,26,1997,1994,deploy,driver
828,alive,airbag,belted,m,26,1997,1994,deploy,pass
829,alive,airbag,belted,f,38,1997,1995,deploy,driver
830,alive,airbag,belted,m,23,1997,1994,deploy,driver
831,alive,airbag,belted,m,71,1997,1993,deploy,driver
832,alive,none,belted,m,17,1997,1993,unavail,pass
833,alive,airbag,belted,f,48,1997,1995,nodeploy,driver
834,alive,none,belted,f,28,1997,1988,unavail,driver
835,alive,none,belted,m,43,1997,1985,unavail,driver
836,alive,none,belted,m,60,1997,1986,unavail,driver
837,alive,none,belted,m,54,1997,1986,unavail,pass
838,dead,none,belted,m,26,1997,1990,unavail,driver
839,alive,airbag,belted,m,26,1997,1995,deploy,driver
840,alive,none,belted,f,61,1997,1995,unavail,pass
841,alive,airbag,belted,f,48,1997,1996,nodeploy,driver
842,alive,airbag,belted,f,60,1997,1996,nodeploy,pass
843,alive,airbag,none,m,23,1997,1992,deploy,driver
844,alive,airbag,none,f,78,1997,1994,deploy,driver
845,alive,airbag,belted,m,38,1997,1996,nodeploy,driver
846,alive,airbag,belted,m,44,1997,1996,nodeploy,pass
847,alive,airbag,belted,f,39,1997,1996,deploy,driver
848,alive,none,belted,m,34,1997,1985,unavail,driver
849,alive,none,belted,f,26,1997,1985,unavail,pass
850,alive,airbag,belted,f,44,1997,1990,deploy,driver
851,alive,none,belted,f,36,1997,1990,unavail,pass
852,alive,none,belted,f,50,1997,1987,unavail,driver
853,alive,airbag,belted,f,47,1997,1995,deploy,driver
854,alive,none,belted,m,19,1997,1987,unavail,driver
855,alive,none,belted,f,59,1997,1991,unavail,driver
856,alive,none,belted,m,18,1997,1984,unavail,driver
857,alive,none,belted,f,42,1997,1994,unavail,driver
